,freight_value,price,payment_value,payment_installments
91355,16.11,47.9,64.01,6
102126,14.46,129.0,143.46,1
68268,16.35,54.0,140.7,1
42787,26.94,56.99,83.93,4
43918,39.05,108.6,147.65,1
67694,15.1,49.99,130.18,8
46166,45.47,113.0,158.47,3
101014,22.8,189.9,73.76,1
51835,20.13,134.9,155.03,3
75840,15.1,27.9,86.0,1
80851,10.07,179.49,189.56,2
47858,15.78,229.9,245.68,6
56426,15.1,13.9,29.0,2
53864,16.99,79.0,95.99,1
58758,17.06,13.65,30.71,1
83896,6.1,14.5,198.11,1
6144,8.82,44.9,107.44,1
4281,19.18,39.0,58.18,1
11321,14.47,53.9,68.37,1
67146,16.54,299.0,315.54,1
31095,20.89,45.0,268.4,1
67355,12.35,7.99,81.36,8
101728,11.74,26.9,38.64,1
63955,48.28,120.0,841.4,10
10970,13.44,59.9,146.68,1
54763,14.03,64.0,78.03,7
83173,7.78,32.9,40.68,1
101798,7.39,49.8,57.19,1
88820,16.75,71.6,176.7,2
91481,13.77,124.0,137.77,6
110080,13.08,37.9,50.98,1
94134,16.78,290.0,920.34,1
17495,9.66,39.99,49.65,1
67267,23.49,129.9,153.39,10
40616,16.18,79.0,95.18,1
17520,12.69,44.55,57.24,5
36377,20.8,27.99,48.79,1
73128,75.17,899.0,974.17,10
80866,15.01,179.49,194.5,3
41926,14.31,80.0,47.15,3
75338,18.33,74.99,279.96,2
70065,17.35,129.9,589.0,3
103534,9.21,65.0,148.42,1
72122,14.07,149.99,164.06,3
31992,25.56,550.0,575.56,8
108454,14.24,69.9,84.14,3
107216,18.87,489.9,508.77,10
101107,15.56,49.97,65.53,1
674,62.83,169.99,232.82,1
105198,7.39,25.0,64.78,1
10039,14.61,49.9,249.57,1
26816,29.09,99.0,128.09,5
98832,8.35,26.68,35.03,1
96698,25.81,138.0,163.81,3
76991,15.1,28.9,44.0,3
26845,16.11,29.9,46.01,1
24908,26.25,89.99,232.48,2
81473,18.23,45.0,63.23,1
25913,16.98,104.9,121.88,1
87916,12.48,34.9,94.76,4
62584,15.31,29.67,44.98,1
71329,17.24,113.99,131.23,3
22071,17.68,56.99,149.34,10
58487,7.39,12.25,39.28,1
2072,17.88,89.9,107.78,3
82120,27.51,79.9,107.41,10
88374,11.72,90.0,15.4,1
75570,10.25,103.9,86.07,8
111569,11.73,19.3,124.12,2
74518,26.26,412.0,438.26,8
5705,23.28,99.9,123.18,3
31165,14.1,10.99,25.09,2
25323,7.64,119.0,253.28,2
31187,18.23,9.99,28.22,1
98517,15.34,34.9,50.24,1
108750,18.44,79.9,98.34,1
82650,20.58,89.9,110.48,1
112210,19.41,31.5,101.82,1
99557,15.98,259.99,275.97,2
23843,11.3,39.9,51.2,1
68455,15.08,189.0,204.08,1
45472,36.94,121.0,473.82,1
78637,15.94,169.99,185.93,5
75626,16.85,99.9,100.0,1
29693,14.1,16.9,31.0,2
35964,14.1,39.9,54.0,2
103558,18.23,10.0,28.23,1
49453,14.1,14.0,28.1,1
45554,25.04,510.0,180.81,3
59408,18.23,18.0,36.23,1
104687,4.39,104.9,232.14,8
80521,12.61,201.34,213.95,5
12070,43.63,119.0,162.63,1
106402,15.1,20.99,36.09,1
7932,7.41,21.99,29.4,1
22029,15.15,56.99,72.14,3
38103,8.29,19.5,27.79,1
51607,16.37,86.99,103.36,1
1983,16.26,89.9,106.16,8
84130,18.31,29.99,48.3,1
62800,13.52,70.97,84.49,1
83812,7.39,38.9,46.29,3
45726,15.1,19.9,35.0,1
91338,18.28,47.9,14.7,1
111494,18.0,11.2,29.2,1
59731,17.67,59.9,77.57,2
9385,21.57,105.0,126.57,12
62227,15.79,31.9,47.69,1
83916,15.91,99.9,115.81,3
963,72.93,79.99,611.68,1
107869,11.99,120.0,3195.73,1
13547,15.11,31.0,92.22,9
35134,8.64,49.99,58.63,1
29411,11.85,177.76,189.61,10
110386,15.1,25.0,19.93,1
52371,18.23,12.0,30.23,1
13290,58.42,250.0,308.42,6
91599,17.12,69.99,174.22,2
16440,16.33,51.99,68.32,1
106633,34.27,1105.0,1139.27,8
92251,15.25,69.9,85.15,1
66276,18.23,49.0,67.23,1
76431,16.94,169.0,185.94,9
106339,22.93,39.99,125.84,1
79836,22.99,369.95,392.94,15
92821,11.34,104.0,115.34,1
74161,18.22,139.0,157.22,8
18965,25.63,29.0,54.63,1
264,52.67,89.98,142.65,1
36383,20.04,129.99,187.56,10
94408,42.69,89.9,132.59,2
104046,11.15,70.99,164.28,4
56664,17.22,68.9,86.12,1
41977,27.41,97.0,124.41,6
58690,15.79,35.9,103.38,1
84126,7.87,27.9,35.77,1
62950,17.7,64.89,82.59,1
18122,13.71,26.9,40.61,1
63420,7.39,35.0,42.39,1
102348,23.07,75.9,98.97,2
90345,22.02,1129.0,1228.03,2
1256,22.88,79.99,8.42,1
23175,25.28,62.9,76.36,3
43583,18.38,115.0,133.38,2
47273,15.63,59.99,75.62,1
6213,11.79,99.9,111.69,1
20299,17.6,38.9,169.5,2
18596,14.23,69.0,60.94,1
94960,8.72,45.0,53.72,5
96618,18.68,204.9,223.58,2
8216,33.08,99.0,132.08,1
24165,12.83,70.0,82.83,1
107147,9.44,99.0,108.44,1
48221,23.21,89.9,113.11,1
40938,14.52,29.9,16.16,1
856,38.96,159.94,198.9,4
50177,12.09,85.0,97.09,1
38962,7.78,39.99,47.77,1
42699,12.69,34.9,47.59,4
71938,35.67,30.1,65.77,1
68724,14.58,25.0,39.58,3
68202,14.11,52.0,66.11,6
91560,7.78,6.5,42.84,2
21194,15.13,53.99,69.12,1
104476,27.91,179.0,206.91,4
56743,17.09,43.9,60.99,1
74930,11.85,49.9,61.75,1
65804,8.51,109.9,118.41,2
7580,11.85,24.99,36.84,3
24675,42.06,388.9,430.96,10
12038,34.78,68.0,102.78,8
67989,12.79,44.9,57.69,5
48261,28.05,629.0,657.05,6
59601,22.06,14.89,36.95,1
70743,12.9,109.9,122.8,1
89615,16.37,56.9,73.27,1
69570,19.43,169.99,707.68,10
26213,21.15,49.9,71.05,1
25781,27.59,91.3,27.02,1
103826,41.58,219.0,260.58,3
48774,16.11,39.9,168.03,1
68523,7.78,26.9,34.68,1
2436,11.6,88.0,14.12,1
81106,20.86,699.0,719.86,7
103808,47.64,549.0,596.64,10
32384,14.14,212.0,226.14,1
32625,18.98,157.0,175.98,5
28649,42.52,69.9,112.42,2
106715,19.89,169.9,189.79,2
53782,8.02,39.65,286.02,3
75393,19.35,54.99,39.67,1
40918,13.0,59.99,72.99,1
89956,26.46,169.0,195.46,3
100666,18.3,59.9,78.2,1
84241,18.49,55.49,73.98,2
28898,19.59,149.9,169.49,1
48751,69.6,549.0,618.6,10
5772,7.47,29.9,37.37,1
77417,14.1,29.99,88.18,1
112345,15.1,11.9,1.28,1
18713,14.1,49.0,63.1,4
72886,155.33,279.9,435.23,10
71423,11.02,58.75,69.77,1
63651,11.73,12.99,49.44,1
20204,8.99,89.0,97.99,5
51135,12.44,68.9,159.62,7
88538,22.01,133.0,155.01,1
33815,16.45,98.9,115.35,3
72071,17.3,79.9,97.2,1
3113,13.71,12.9,53.22,1
21154,7.58,44.99,210.28,10
82623,24.15,109.8,133.95,1
65805,15.52,109.9,250.84,1
74941,11.92,59.9,71.82,2
33437,19.63,134.9,154.53,7
75971,28.2,209.99,238.19,10
76940,13.37,47.0,181.11,1
54794,14.65,49.0,63.65,1
64834,27.35,149.9,177.25,4
25636,8.86,39.99,48.85,1
47436,15.54,69.9,60.74,1
87,49.58,149.94,598.56,1
19066,7.78,29.0,36.78,1
94467,8.88,54.7,0.48,1
33605,13.01,699.9,712.91,10
36120,17.72,219.0,236.72,8
27831,17.97,102.9,20.87,1
110505,141.58,198.9,680.96,10
50957,8.88,17.0,25.88,1
13451,35.14,196.8,231.94,1
88264,22.21,129.49,151.7,1
5567,9.07,114.9,320.28,3
6355,18.34,89.9,606.95,6
52538,8.03,110.32,118.35,5
92275,25.93,29.9,92.03,4
36546,7.54,39.99,47.53,1
82167,53.74,49.9,338.88,6
92975,13.37,29.9,43.27,1
13590,15.1,10.0,150.6,10
5061,35.63,159.0,194.63,4
34714,17.06,115.9,132.96,4
59959,14.07,149.9,163.97,3
82764,15.1,38.2,53.3,5
65312,15.36,86.6,101.96,1
37576,14.0,69.9,167.8,3
74999,23.07,49.9,72.97,4
80549,15.33,81.56,96.89,3
29358,17.94,599.0,616.94,5
30754,63.11,122.99,186.1,5
81421,13.06,115.0,128.06,1
68137,9.44,99.0,108.44,2
22708,13.43,58.99,72.42,1
73785,8.72,25.99,34.71,1
4272,15.23,13.99,29.22,2
76082,16.79,50.0,66.79,1
14622,20.18,119.9,140.08,1
7520,37.11,27.99,65.1,2
6059,17.95,99.9,235.7,1
72471,49.02,249.9,298.92,5
101733,9.34,29.9,25.66,1
39597,22.73,269.99,292.72,3
101515,28.17,84.0,325.7,10
49503,17.7,65.0,50.0,1
81922,14.79,87.9,102.69,10
91313,16.18,59.9,76.08,1
80330,21.43,134.9,156.33,1
60764,16.11,47.99,64.1,1
10299,13.41,49.0,42.41,1
110275,17.34,47.57,227.61,6
62728,14.1,12.5,25.0,1
85939,14.1,19.9,34.0,1
3054,23.17,52.9,76.07,1
30234,15.23,49.97,32.03,1
57468,8.19,189.0,197.19,2
29413,13.51,759.0,772.51,10
17876,25.89,149.98,175.87,1
40842,34.85,150.0,184.85,6
51820,14.3,134.9,149.2,1
20454,12.79,17.9,61.38,1
71690,39.84,129.8,169.64,1
30551,27.51,64.99,92.5,1
17526,18.45,49.95,136.8,2
1116,83.66,79.98,794.46,6
42087,15.35,83.9,99.25,1
29636,18.23,24.9,43.13,4
20928,19.56,52.9,72.46,1
39391,29.32,279.99,309.31,5
31504,14.72,79.9,94.62,1
74334,8.27,49.9,58.17,1
108074,17.06,19.9,36.96,1
85851,19.36,180.0,173.47,10
50881,14.83,94.9,219.46,2
88348,17.8,79.0,96.8,1
15780,12.11,129.99,142.1,6
75383,15.31,78.99,188.6,8
30240,18.0,59.97,155.94,2
31759,0.0,115.0,115.0,10
27543,14.65,49.0,63.65,1
53941,19.2,189.0,208.2,2
49929,15.59,69.99,85.58,1
92499,33.02,160.0,1349.05,8
62566,20.8,18.95,39.75,1
14273,18.0,69.9,87.9,2
2724,3.41,49.9,119.34,1
89344,13.6,42.89,56.49,5
7340,22.06,27.99,150.15,6
103228,12.2,100.0,112.2,1
7137,7.39,29.98,37.37,1
2448,21.59,92.0,113.59,1
80689,15.21,160.0,175.21,5
103369,27.08,23.99,204.28,3
77207,24.84,69.9,94.74,1
5422,13.0,149.9,162.9,10
13108,12.69,32.99,91.36,7
60036,13.52,71.82,85.34,1
67820,17.09,49.9,133.98,4
45582,42.38,16.9,59.28,1
86763,17.6,32.99,50.59,1
58010,18.09,120.0,138.09,1
91166,35.57,2070.0,2105.57,2
50452,45.89,299.0,344.89,10
13089,65.5,150.0,215.5,3
82064,23.49,48.99,144.96,1
66666,18.31,186.9,410.42,2
57519,10.57,339.0,349.57,10
97244,20.16,95.9,348.18,1
26094,15.1,42.99,58.09,1
88638,11.74,39.9,103.28,2
52535,8.03,110.32,118.35,1
83410,35.98,94.9,130.88,1
111621,35.22,209.0,244.22,1
63024,17.66,57.99,75.65,1
98923,17.14,99.7,116.84,3
73856,12.83,76.0,88.83,1
31681,0.0,99.9,99.9,2
64066,22.27,205.0,227.27,1
78175,18.41,523.19,1083.2,1
77847,15.26,53.99,69.25,1
89261,23.48,127.89,151.37,10
980,29.6,79.99,109.59,6
50431,20.57,79.0,352.25,3
74718,19.31,899.0,918.31,1
12424,16.31,78.0,188.62,10
93964,44.81,38.9,418.55,1
64993,11.73,75.5,87.23,4
84670,19.32,42.99,1.51,1
110990,13.43,124.44,137.87,5
25776,28.35,138.0,166.35,3
103625,9.94,59.9,69.84,5
14529,13.55,159.0,80.0,2
15294,17.3,149.99,167.29,3
93895,19.05,19.99,39.04,1
22128,8.72,56.99,20.8,1
14752,29.19,113.0,142.19,3
33739,16.85,299.9,633.5,1
112364,10.08,165.75,175.83,9
97076,14.01,59.9,73.91,1
69372,21.43,39.0,60.43,2
53293,23.42,120.0,143.42,1
76878,12.69,29.9,170.36,1
78801,16.79,28.99,45.78,1
13179,15.11,38.4,321.06,4
30983,15.1,42.0,57.1,1
5314,18.31,29.9,48.21,2
56535,13.86,119.9,133.76,3
7752,7.39,27.99,35.38,1
72473,62.49,249.9,312.39,1
70370,16.92,68.9,85.82,1
47912,21.27,339.9,361.17,10
28720,39.1,149.9,378.0,1
22809,21.2,56.99,50.0,1
64245,18.14,205.0,223.14,1
36000,19.95,49.9,69.85,3
80526,16.02,179.9,195.92,1
28486,12.48,12.49,49.94,1
31527,37.55,123.0,160.55,5
33350,19.08,619.0,638.08,8
96020,18.69,64.9,83.59,1
69894,18.58,164.33,182.91,6
47680,14.87,99.9,114.77,1
30970,18.95,112.0,439.05,3
70292,18.23,19.9,38.13,1
7562,14.1,23.99,43.05,4
103111,17.92,49.4,134.64,4
84107,7.94,27.9,35.84,1
14448,15.17,59.9,75.07,7
30820,30.11,122.99,153.1,1
21920,15.34,84.99,100.33,2
2538,13.67,86.9,7.94,1
46723,18.0,149.9,167.9,1
90888,20.85,51.69,217.62,1
25405,45.09,89.99,270.16,1
71936,15.11,31.9,47.01,1
63264,11.73,59.9,71.63,7
804,28.06,99.99,128.05,4
53992,15.1,29.9,14.55,1
9555,23.06,69.0,368.24,5
107807,20.67,799.95,820.62,3
12080,21.44,148.0,169.44,6
4024,16.67,67.99,84.66,1
48292,13.37,39.9,53.27,1
21351,16.39,89.99,106.38,8
49312,12.69,50.0,62.69,3
6974,15.1,29.99,3.07,1
13637,22.46,197.7,220.16,4
112488,29.38,458.0,487.38,9
55202,11.73,67.9,79.63,5
43012,15.1,29.99,45.09,1
63857,14.82,118.0,132.82,2
100507,14.52,15.9,30.42,1
73538,25.63,37.99,63.62,1
50045,13.25,115.9,129.15,2
7033,15.31,29.99,45.3,2
35312,12.89,198.9,211.79,1
98884,14.34,85.0,99.34,1
43644,17.92,29.99,47.91,1
1230,25.75,176.99,202.74,10
55694,29.73,189.9,219.63,2
52023,21.21,289.0,310.21,10
62180,14.1,27.9,42.0,1
95336,12.79,15.5,28.29,1
87349,11.85,32.0,87.7,1
22162,8.72,56.99,65.71,2
16355,28.91,72.99,101.9,1
10512,20.99,49.91,70.9,1
28073,20.0,108.9,128.9,1
79095,27.46,98.99,126.45,2
35093,15.3,59.89,75.19,1
80718,15.1,27.0,42.1,1
13401,23.54,105.0,128.54,1
33752,13.69,81.9,191.18,1
105528,9.34,43.99,53.33,1
274,17.43,99.99,117.42,1
74493,8.27,30.0,38.27,1
77121,14.44,32.9,47.34,4
64349,9.94,44.9,54.84,1
70759,34.35,73.9,191.83,3
94536,8.72,52.0,121.44,2
55231,15.84,199.0,214.84,4
6708,12.93,49.9,62.83,3
3633,12.93,69.9,165.66,10
103189,10.96,29.4,40.36,1
109482,84.58,1450.0,1534.58,1
60549,15.88,109.99,251.74,8
62139,34.15,31.9,66.05,6
100203,34.29,70.6,104.89,10
22768,16.79,49.99,66.78,1
2037,25.91,89.9,0.8,1
109593,13.47,64.9,78.37,1
79181,19.89,99.9,119.79,2
95296,10.56,250.0,260.56,1
59253,8.72,38.9,47.62,2
62178,21.15,31.9,53.05,1
52851,22.7,110.32,133.02,1
10407,14.47,53.9,273.48,1
6936,18.37,37.99,56.36,1
16602,23.26,96.9,120.16,10
11888,21.57,154.0,175.57,1
1370,25.84,189.94,431.56,10
55386,24.05,246.62,270.67,5
16200,12.11,129.99,142.1,5
12608,3.11,38.4,124.54,1
22676,16.66,58.99,75.65,1
92512,14.06,68.0,82.06,1
59761,17.67,59.9,77.57,1
28608,20.59,689.89,710.48,6
89858,15.1,32.98,48.08,4
99893,9.05,42.2,51.25,1
32032,40.96,245.0,514.69,5
51433,26.9,294.0,50.0,1
47535,16.95,169.9,186.85,8
31878,19.17,185.0,204.17,1
8835,8.27,39.49,95.52,1
63030,13.37,49.9,63.27,2
70303,11.85,17.9,59.5,1
80142,15.1,24.9,40.0,1
27966,23.14,79.9,36.76,1
67152,9.94,29.99,79.86,2
95605,21.45,599.9,621.35,1
85052,20.84,48.04,68.88,1
37476,0.0,69.9,139.8,1
88899,19.72,120.0,139.72,3
110353,26.89,24.5,51.39,1
93779,14.56,99.0,113.56,2
41180,13.08,54.9,67.98,3
57754,48.41,194.9,243.31,3
89252,10.08,109.8,119.88,2
92793,14.1,27.9,42.0,1
42279,21.33,119.99,141.32,5
64283,18.14,205.0,223.14,10
47270,12.91,81.4,94.31,4
107430,15.23,14.99,30.22,1
33656,18.38,70.9,178.56,1
101395,27.38,299.99,304.74,2
30555,18.71,64.99,83.7,3
66997,14.83,239.9,254.73,1
29588,21.92,783.14,805.06,1
57917,14.05,229.9,243.95,4
14771,17.53,113.0,130.53,1
40336,14.94,89.9,104.84,2
64915,8.27,19.33,27.6,2
80665,18.09,120.0,276.18,1
42212,20.28,79.99,153.23,2
9798,11.85,22.9,69.5,3
59950,30.47,74.9,208.7,2
79205,19.67,99.9,119.57,2
70577,16.96,74.9,91.86,1
31534,13.3,123.0,136.3,2
24402,19.34,53.0,72.34,1
55469,19.64,212.4,464.08,4
25097,7.64,119.0,253.28,3
4643,26.57,79.9,231.88,7
29686,15.24,19.9,35.14,1
103017,18.75,95.4,114.15,2
39540,17.27,119.99,137.26,1
104697,14.33,82.99,97.32,1
13741,19.49,230.0,249.49,1
100241,24.97,620.1,645.07,1
68190,15.1,35.0,50.1,5
74002,2.4,299.0,725.81,10
86035,15.1,21.99,37.09,1
12345,69.9,250.0,319.9,1
3656,12.05,79.0,91.05,1
58500,7.4,19.9,27.3,1
84779,15.79,39.99,0.36,1
29361,12.95,249.99,262.94,5
36643,12.79,17.5,30.29,1
81626,12.75,83.8,96.55,1
11402,17.67,59.9,77.57,1
43673,13.18,106.3,119.48,2
111017,25.18,329.9,355.08,3
38846,16.79,13.3,26.84,1
61672,16.9,79.9,138.59,1
97980,15.1,16.04,4.31,1
108199,13.71,45.0,58.71,1
64755,15.79,39.9,55.69,1
49590,40.74,414.62,455.36,8
27743,29.09,99.0,128.09,2
101253,14.52,16.9,29.49,1
15884,12.22,144.99,157.21,2
9093,18.91,450.0,468.91,10
83921,15.91,99.9,115.81,1
105362,18.3,149.9,168.2,10
13995,9.85,105.0,229.7,1
63510,18.29,59.0,77.29,1
15272,16.47,119.9,136.37,2
23537,18.23,48.9,67.13,1
103823,21.58,219.0,240.58,1
39862,6.2,45.9,256.76,8
82254,13.71,49.9,188.93,1
61141,21.7,148.7,170.4,2
89246,5.51,173.99,278.24,5
42868,16.16,56.99,146.3,10
572,44.56,139.99,184.55,5
78192,13.61,69.9,250.53,3
22100,15.15,56.99,72.14,4
107651,27.14,120.0,147.14,1
20678,18.08,72.9,90.98,4
53923,13.57,59.9,73.47,1
14485,15.24,69.9,85.14,4
34188,7.78,19.9,27.68,1
44663,12.76,29.99,42.75,1
39417,15.55,229.99,45.54,1
37973,21.75,190.0,211.75,1
1091,49.93,199.99,999.68,1
75936,38.14,83.99,45.77,1
44457,17.6,39.99,57.59,1
49209,8.18,84.65,92.83,1
105151,11.5,68.64,160.28,1
11699,65.23,59.9,250.26,2
52998,14.1,12.97,27.07,2
98075,15.94,150.0,371.88,10
79277,23.56,57.99,163.1,5
73742,14.1,25.99,40.09,1
65081,9.24,69.9,79.14,1
101741,15.11,26.9,36.02,1
21231,13.16,79.99,1.53,1
4568,21.78,99.9,121.68,4
6519,20.98,129.0,299.96,1
46423,14.1,39.99,143.83,10
92761,38.87,85.0,123.87,1
17037,11.85,8.9,124.5,1
52514,15.87,110.32,126.19,3
16884,14.52,24.9,118.26,10
47658,18.13,99.9,118.03,6
36883,14.3,188.0,550.17,1
2372,11.6,88.0,99.6,8
47925,15.66,129.9,145.56,1
72283,16.39,59.9,152.58,2
67198,16.25,69.9,86.15,8
104604,36.43,158.7,195.13,1
103708,7.78,39.9,143.04,3
103734,16.11,13.99,30.1,1
101125,10.96,31.9,42.86,1
93657,2.71,58.67,218.47,2
104899,13.32,109.78,123.1,2
32004,25.43,500.0,525.43,4
72072,15.9,309.99,325.89,10
53285,12.79,19.99,32.78,1
90407,41.48,369.9,411.38,3
65201,8.37,89.49,195.72,1
37620,25.04,69.9,94.94,6
10817,13.44,59.9,220.02,1
47927,15.66,129.9,145.56,6
23967,70.14,179.9,250.04,1
4050,19.67,67.99,87.66,1
20295,16.11,38.9,124.35,10
91077,18.89,234.0,252.89,10
67648,15.37,89.0,104.37,10
68107,14.52,49.0,63.52,1
66801,8.72,69.99,78.71,1
67336,23.21,12.99,2.61,1
107457,16.32,35.0,51.32,1
110777,17.1,569.0,586.1,8
27589,17.87,89.0,106.87,2
96069,15.38,89.9,105.28,4
2623,17.06,193.9,345.49,8
106485,7.78,13.9,21.68,1
57469,9.35,299.0,308.35,8
48184,12.68,135.0,147.68,3
17444,11.85,39.99,51.84,3
62458,10.96,12.5,23.46,2
38791,8.11,14.7,22.81,1
77326,16.45,69.0,85.45,2
57139,11.78,107.9,119.68,4
76299,24.55,199.99,224.54,5
25969,9.34,69.9,77.42,1
23253,39.43,119.0,158.43,5
29150,7.87,43.0,101.74,2
26034,14.52,42.99,57.51,1
95263,12.79,18.99,31.78,2
37431,19.98,69.9,179.76,3
19530,25.9,89.0,114.9,5
15209,10.96,34.9,91.72,3
85465,7.39,65.0,72.39,1
73117,97.46,235.0,332.46,6
65663,17.01,82.0,99.01,2
19936,15.42,45.0,10.42,1
39394,37.77,249.99,287.76,5
49672,11.85,44.0,55.85,1
12368,54.42,230.0,284.42,10
34191,15.1,34.9,50.0,1
34122,22.06,14.9,36.96,1
9694,39.32,125.0,164.32,1
72891,48.53,259.9,308.43,1
35479,15.58,118.91,134.49,1
8256,37.92,89.0,253.84,2
34203,14.58,118.9,133.48,1
14005,15.52,108.0,123.52,5
54570,18.14,127.0,145.14,4
26647,16.79,23.49,40.28,1
107647,15.1,114.0,258.2,8
100145,22.59,93.9,116.49,2
50947,7.78,39.9,14.5,1
88226,11.72,89.9,101.62,1
2391,38.24,99.0,137.24,10
33674,13.14,144.41,157.55,1
24436,14.78,38.99,326.79,1
52093,74.5,379.0,453.5,2
25855,16.05,119.9,135.95,3
111069,16.91,20.5,457.2,1
53691,16.2,599.65,615.85,10
88230,3.28,18.9,209.57,8
32005,21.6,500.0,521.6,8
14000,9.85,105.0,114.85,3
33372,18.87,589.0,607.87,8
71741,38.46,129.9,168.36,1
8341,28.49,219.99,248.48,2
55756,8.72,29.99,77.42,1
11407,19.66,59.9,159.12,2
110618,24.94,89.9,114.84,1
11597,16.07,53.9,6.34,1
32798,29.94,219.9,249.84,3
57794,17.98,104.0,121.98,1
1107,30.82,139.94,170.76,3
56287,18.55,138.0,156.55,1
16370,18.16,129.99,148.15,1
22350,14.15,56.99,71.14,1
66427,12.72,109.9,122.62,10
43742,255.92,760.0,1015.92,10
6527,28.21,269.9,298.11,10
1860,4.63,89.9,352.27,8
20725,13.33,27.9,111.25,1
90713,24.61,51.9,161.02,8
32727,68.45,219.0,287.45,1
89999,35.77,65.0,100.77,1
50319,12.55,59.9,72.45,2
1815,12.91,48.0,26.73,1
86034,15.1,21.99,37.09,1
651,48.11,169.99,218.1,4
43033,12.74,56.99,69.73,2
42246,15.0,129.99,144.99,3
35563,13.53,124.9,138.43,6
101451,21.29,119.99,141.28,1
66645,23.5,89.9,113.4,1
75929,11.85,24.5,36.35,3
76843,16.11,19.9,180.05,2
104803,18.35,34.99,53.34,1
83181,23.33,25.0,48.33,1
108169,29.16,41.5,92.94,7
18338,15.64,77.0,92.64,3
76947,11.85,45.73,27.58,1
18783,22.27,49.0,71.27,7
54172,52.7,99.0,151.7,10
83782,14.47,54.9,69.37,2
23228,7.39,28.99,36.38,1
47034,9.27,108.9,118.17,2
5548,26.24,199.9,226.14,8
110802,13.69,29.9,261.54,1
96517,12.39,169.9,182.29,1
70036,39.14,799.9,839.04,10
98710,12.96,71.9,84.86,1
82605,9.34,39.9,49.24,1
17681,15.1,49.95,65.05,4
103873,23.47,76.0,99.47,2
52681,7.53,95.0,55.06,1
51646,20.94,395.0,415.94,3
97802,30.41,299.9,330.31,6
40050,23.89,229.0,50.0,1
80932,23.37,40.49,186.23,3
106132,7.78,17.5,25.28,1
73205,20.38,169.9,190.28,1
68400,15.7,135.9,151.6,3
12440,15.11,38.4,214.04,2
8114,30.53,99.0,129.53,6
27741,17.87,89.0,106.87,1
50656,23.85,139.9,163.75,5
24380,12.69,49.99,1.45,1
66845,12.98,45.05,58.03,1
63005,17.23,55.8,73.03,5
101168,18.37,39.0,57.37,1
28516,25.83,79.0,104.83,1
92600,22.87,39.9,125.55,8
42097,18.03,139.9,497.89,3
6235,21.65,99.9,121.55,1
43448,17.81,79.9,97.71,1
57380,13.56,128.0,141.56,10
31631,10.38,260.0,521.56,8
7164,7.39,29.98,37.37,3
9314,15.1,24.9,40.0,1
80599,13.71,99.0,112.71,1
35124,13.02,50.75,63.77,6
14124,18.79,130.0,148.79,1
50292,16.18,59.9,76.08,1
105059,21.75,179.9,201.65,1
45416,17.93,26.18,44.11,1
85838,16.7,180.0,196.7,8
72638,14.55,54.9,69.45,1
593,19.22,149.98,169.2,1
69632,7.43,24.9,32.33,1
102070,18.03,110.8,128.83,1
19757,15.1,29.0,44.1,4
59187,7.78,12.9,62.04,3
74565,36.79,465.0,300.0,1
55589,22.78,283.2,305.98,6
99464,49.55,3930.0,3979.55,1
33765,15.63,190.32,205.95,2
7128,7.78,29.99,37.77,1
61552,8.98,34.9,86.84,8
75985,17.78,13.99,31.77,1
105453,15.1,21.5,109.8,1
66317,25.88,218.9,244.78,8
95887,12.83,24.0,36.83,2
85768,15.1,39.99,55.09,1
78436,39.8,320.91,1442.84,1
34860,34.84,89.9,623.7,10
44883,15.1,23.99,39.09,3
6399,21.12,114.9,136.02,1
76443,26.33,289.0,315.33,2
80046,9.24,149.9,159.14,7
93205,16.74,79.0,95.74,3
67314,23.21,12.99,0.28,1
56540,21.88,135.9,157.78,1
54449,15.24,69.9,85.14,8
46448,13.72,166.99,180.71,3
94236,35.73,774.9,810.63,10
30811,53.21,122.99,176.2,3
37496,23.36,69.9,93.26,1
11051,17.67,59.9,155.14,10
76808,12.69,49.5,373.14,5
91173,8.69,49.9,58.59,1
90588,16.22,208.0,103.05,1
75640,16.23,67.7,83.93,1
39572,26.16,229.99,256.15,10
97870,9.0,176.6,185.6,1
9842,41.33,49.9,91.23,1
50441,19.02,91.0,208.04,1
8363,8.88,39.9,48.78,1
46641,26.24,179.9,206.14,1
8693,18.23,18.49,36.72,1
59110,14.1,21.9,36.0,1
46704,44.59,389.9,434.49,4
107028,11.87,94.9,106.77,10
99037,27.08,31.99,59.07,1
98853,9.34,75.0,84.34,8
98640,17.6,34.9,105.0,10
75259,45.09,89.99,135.08,3
60141,38.25,99.9,138.15,3
41463,39.53,241.1,280.63,5
90494,15.79,29.9,45.69,1
36785,21.22,330.0,351.22,3
100881,111.47,76.9,188.37,4
96421,12.39,127.0,139.39,4
78237,43.34,137.9,1087.44,1
94640,15.01,179.9,194.91,5
7924,18.3,28.99,94.58,1
20594,23.15,81.5,104.65,4
66298,12.45,135.9,148.35,6
95108,12.97,120.0,132.97,1
50686,11.85,19.9,31.75,3
93270,19.53,48.0,67.53,1
108162,31.85,58.9,90.75,1
5562,21.78,184.9,206.68,10
49878,9.0,100.0,109.0,1
7168,7.39,29.98,37.37,3
23673,15.1,24.9,40.0,1
111432,18.26,99.0,117.26,3
16301,12.6,199.99,212.59,4
59865,15.75,389.9,405.65,4
110767,23.43,39.9,63.33,6
89002,17.06,9.12,104.72,8
44302,9.27,21.0,30.27,1
